Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID,Claim Settlement Days,Claim Settlement Buckets
CLM40496874,44291,45672,Denied,Simple box he capital.,44353,POL86890782,62,<90 Days
CLM33792393,44081,52101,Approved,Most party answer machine artist sit today.,,POL89399063,0,Not Settled
CLM21000281,44126,24745,Pending,Better well force free management every grow.,44161,POL10731593,35,<60 Days
CLM18692207,43851,63714,Pending,How woman against than final.,43861,POL18009742,10,<30 Days
CLM73750447,45412,70317,Approved,Want east news third radio.,45497,POL62155198,85,<90 Days
CLM26923610,45039,46405,Approved,Receive list away become front weight add.,45083,POL48112744,44,<60 Days
CLM09903413,44149,81091,Approved,Effect water nor whatever image foreign.,44233,POL25517652,84,<90 Days
CLM73820508,45388,1885,Pending,Gas not people else apply.,,POL91232159,0,Not Settled
CLM52714406,45253,52277,Denied,Leader around our audience science.,45288,POL04896223,35,<60 Days
CLM44020103,43949,73298,Approved,News whose nor day military cold.,,POL41122818,0,Not Settled
CLM06370448,44042,12126,Denied,Environmental sure live arrive painting yeah nor.,44130,POL84231010,88,<90 Days
CLM25775755,44046,20948,Approved,Down know south civil something interview.,,POL01930886,0,Not Settled
CLM05046762,45356,52987,Pending,Religious mission author data.,45419,POL48016627,63,<90 Days
CLM90231847,45643,37972,Pending,Memory force language.,45680,POL23259824,37,<60 Days
CLM72104756,43903,94872,Denied,Three collection fire cause although.,,POL13020656,0,Not Settled
CLM55028211,44385,69794,Pending,Compare large son should order.,44426,POL22378115,41,<60 Days
CLM66456226,43928,25993,Approved,Big agent here language.,,POL56451530,0,Not Settled
CLM69299561,44983,62235,Pending,Across risk perhaps work.,,POL74345799,0,Not Settled
CLM73648168,44005,76953,Denied,Discuss government thus teach.,,POL72333651,0,Not Settled
CLM66838821,44653,67616,Approved,Water firm rock recognize state good.,44699,POL61268918,46,<60 Days
CLM61342184,45162,43036,Approved,Move significant region let commercial road.,45175,POL76204779,13,<30 Days
CLM09606812,44582,53327,Approved,Half national reflect situation.,44645,POL96246636,63,<90 Days
CLM34365811,44671,67972,Denied,Record require agreement him.,44722,POL28023746,51,<60 Days
CLM19372990,44650,64092,Denied,Gun nature structure staff.,44705,POL77829667,55,<60 Days
CLM61291292,44820,49906,Pending,Protect read hold right may without.,,POL56720424,0,Not Settled
CLM34649978,44716,21496,Denied,Game likely feeling above treat member treatment.,,POL76517809,0,Not Settled
CLM22764510,44038,67650,Denied,Father act bit.,44118,POL96567148,80,<90 Days
CLM65615895,44343,47916,Denied,Sing lawyer response shake machine baby then.,,POL40483314,0,Not Settled
CLM88690330,44121,36854,Denied,Plan however talk.,,POL66283142,0,Not Settled
CLM80961791,44757,85116,Approved,Change why garden middle day.,44772,POL37677741,15,<30 Days
CLM63864884,45263,11676,Pending,So benefit gun start wrong might.,45331,POL52356256,68,<90 Days
CLM48738491,44834,19689,Approved,Build really born possible job.,,POL74568057,0,Not Settled
CLM79940309,45333,76618,Denied,Machine plant ten bit amount speech management.,45386,POL13533618,53,<60 Days
CLM17914664,44572,3175,Pending,Important democratic force out be.,,POL85095212,0,Not Settled
CLM61310563,44226,68211,Approved,Style prove star.,44296,POL68966328,70,<90 Days
CLM37586461,45329,90377,Pending,Various necessary space live brother people western win.,45381,POL63517748,52,<60 Days
CLM79061230,45090,51410,Denied,Pressure staff entire be respond might realize writer.,45114,POL30595324,24,<30 Days
CLM10882276,44779,48523,Denied,Offer we page view institution.,44861,POL38850914,82,<90 Days
CLM33109237,45634,42949,Approved,Debate thousand determine popular them bill.,45682,POL33693707,48,<60 Days
CLM26793493,44312,50878,Pending,Eat ground way note if financial.,44332,POL89539579,20,<30 Days
CLM99502517,45126,77840,Denied,Provide job look cultural remain authority look.,45192,POL34373487,66,<90 Days
CLM47049613,44381,38535,Approved,Cut she evidence training college.,44398,POL71765111,17,<30 Days
CLM45598189,44836,32682,Denied,Attorney car next war.,44920,POL02911863,84,<90 Days
CLM64310548,43900,31807,Pending,Sometimes human gas team.,,POL25403992,0,Not Settled
CLM38027642,44719,85857,Denied,Music team all determine standard effect piece.,44804,POL93758442,85,<90 Days
CLM24689599,44956,99519,Approved,Relate case require turn commercial sense effort back.,45013,POL94939680,57,<60 Days
CLM77978567,44679,62878,Approved,Cost ahead result be ever because time.,,POL35733918,0,Not Settled
CLM85977113,44268,44518,Pending,World fill serious ground cover vote.,44282,POL22260500,14,<30 Days
CLM92525391,44230,69142,Approved,Decide consumer difference every.,,POL77809174,0,Not Settled
CLM51525048,44192,12468,Denied,Put check data foot son nice better evening.,44250,POL07226848,58,<60 Days
CLM27318449,44715,73785,Denied,Source culture space standard compare law note big.,,POL75706298,0,Not Settled
CLM88356900,45302,77716,Pending,Show significant right stock industry leave happy.,,POL27562885,0,Not Settled
CLM82078138,44643,69092,Approved,Our rise get.,44708,POL16400516,65,<90 Days
CLM41294714,44166,65219,Pending,Attorney environment couple way animal size.,44221,POL42233188,55,<60 Days
CLM43058557,45110,59300,Denied,Unit without western shoulder bring.,,POL26720328,0,Not Settled
CLM02359394,45610,94950,Approved,Training serve past recently bag.,45620,POL84977364,10,<30 Days
CLM25231732,44252,55703,Pending,Rise bit current coach admit.,,POL39957242,0,Not Settled
CLM53463524,44925,90518,Denied,Play recently or leader picture tonight.,44996,POL62259131,71,<90 Days
CLM97859145,44025,19546,Pending,Politics police environmental tend.,44074,POL92817192,49,<60 Days
CLM59172146,44726,81738,Denied,Ask your opportunity plan billion language.,44779,POL60646707,53,<60 Days
CLM15295337,44380,75311,Pending,Wife opportunity learn.,44434,POL19469435,54,<60 Days
CLM05039754,45635,70062,Denied,Stage full argue along change must authority.,,POL67127779,0,Not Settled
CLM24193432,44901,27854,Pending,Arm card power great American positive.,44972,POL11950441,71,<90 Days
CLM46388399,44228,64730,Denied,Including food off democratic argue after series.,,POL19229138,0,Not Settled
CLM77669490,44731,10161,Denied,Everything least really stay.,44782,POL62323938,51,<60 Days
CLM09082124,44691,24524,Approved,Southern writer animal recent page explain follow.,,POL63887915,0,Not Settled
CLM15220631,43918,37954,Approved,Population perhaps their top.,43944,POL29750466,26,<30 Days
CLM90940427,44238,98686,Approved,Near stuff sense despite level difference morning.,44316,POL11983298,78,<90 Days
CLM05957053,45193,67928,Approved,Allow second system hand.,45246,POL51145761,53,<60 Days
CLM23425346,45131,49987,Approved,Way own indicate whose customer message.,45182,POL42215039,51,<60 Days
CLM58948945,45216,17315,Approved,Whose daughter save box.,,POL09280039,0,Not Settled
CLM51727066,44333,38322,Pending,Level arm miss military.,,POL30600963,0,Not Settled
CLM05173995,44781,94833,Pending,Establish garden girl above.,44838,POL31252194,57,<60 Days
CLM87768146,44187,5508,Denied,Serve education there difference heart industry name.,44210,POL61653642,23,<30 Days
CLM00580049,44172,40958,Approved,Way my get condition.,44249,POL46846423,77,<90 Days
CLM53188185,44372,23974,Approved,Course general with provide.,44461,POL75540698,89,<90 Days
CLM25974802,45502,47879,Denied,Prove bad test dream.,45516,POL46846423,14,<30 Days
CLM91822964,44300,64704,Approved,Star would door along hold.,,POL76939080,0,Not Settled
CLM00841630,44711,15986,Pending,Free pay fine full.,44735,POL87603432,24,<30 Days
CLM81635484,44018,47109,Approved,Forward more too.,44045,POL16627282,27,<30 Days
CLM91451782,44888,5646,Denied,Stuff which level name.,44952,POL33693707,64,<90 Days
CLM42607588,44973,87401,Denied,World either us record debate everything.,45060,POL22162508,87,<90 Days
CLM58256169,44862,66713,Denied,Condition place teach save current future skin.,44949,POL08589309,87,<90 Days
CLM19024341,44787,51330,Pending,They several have view.,44809,POL89009482,22,<30 Days
CLM38301301,44623,12920,Pending,Answer color want.,,POL71220410,0,Not Settled
CLM75605677,45185,85319,Pending,Class meet send others place.,,POL25712135,0,Not Settled
CLM92965730,45522,32958,Approved,Strong among financial table anything.,,POL97128772,0,Not Settled
CLM75701028,44074,19736,Denied,Than along those rest dog.,44135,POL93726857,61,<90 Days
CLM05085559,44986,11186,Pending,Quite soon or for prevent new.,45021,POL47193771,35,<60 Days
CLM24074984,44348,32251,Pending,Someone where remain again various might see wife.,,POL93108727,0,Not Settled
CLM92871222,44622,80981,Approved,Purpose though friend population notice.,,POL92024159,0,Not Settled
CLM15745903,44512,57389,Pending,Film choose second return because together.,,POL27502535,0,Not Settled
CLM63325097,44351,15613,Denied,Into least simple.,44379,POL69765567,28,<30 Days
CLM01094201,45238,84801,Approved,Voice medical travel of quickly notice land born.,45261,POL91891378,23,<30 Days
CLM27550048,44724,72769,Denied,Peace out call western machine risk painting.,44750,POL39644432,26,<30 Days
CLM97585363,45509,3242,Denied,Out across final include.,45541,POL40092390,32,<60 Days
CLM08308538,45346,90579,Denied,Collection age wall always any child.,,POL01655235,0,Not Settled
CLM91168685,45070,39749,Pending,Site poor mother.,45118,POL43123760,48,<60 Days
CLM20895690,44602,89606,Denied,As national treatment teach chance leave project.,44676,POL18418327,74,<90 Days
CLM32964413,44824,83630,Denied,President rich modern beyond.,44877,POL54898212,53,<60 Days
CLM22193188,45161,53496,Approved,Tend tend allow account.,,POL05346693,0,Not Settled
CLM66299877,43827,27904,Denied,Many enjoy remember plant from agent relate.,43910,POL56373098,83,<90 Days
CLM34272595,44125,28942,Denied,New director world.,,POL03884605,0,Not Settled
CLM27471350,45240,36896,Approved,Else weight book production somebody customer.,45273,POL04398649,33,<60 Days
CLM14831042,43825,6129,Pending,Item energy weight successful somebody learn face teach.,43867,POL55024911,42,<60 Days
CLM87460738,44839,12950,Pending,Beat admit be green game.,44898,POL07367741,59,<60 Days
CLM28396175,43867,90482,Approved,Value all little loss.,43942,POL68885255,75,<90 Days
CLM74992629,43843,34962,Approved,Ask collection citizen offer design consider.,43912,POL54335250,69,<90 Days
CLM17133440,44698,14249,Denied,Remember range paper.,,POL42122048,0,Not Settled
CLM57409867,44181,26236,Denied,Training artist occur third artist upon down.,,POL04548210,0,Not Settled
CLM68920697,45105,64768,Pending,Practice set happy person agency kitchen social.,,POL17484037,0,Not Settled
CLM48583940,45426,55936,Pending,Any research study notice the hair.,,POL61725675,0,Not Settled
CLM80293590,44773,73180,Pending,How art people inside.,44843,POL15506424,70,<90 Days
CLM26873945,44410,90472,Denied,Investment one next baby hope class.,44467,POL66910170,57,<60 Days
CLM77631698,45282,97281,Approved,Increase environmental road hair gas him rule store.,45304,POL13957620,22,<30 Days
CLM92037180,44942,79046,Approved,Special year follow there.,44992,POL53613913,50,<60 Days
CLM71062879,44805,27988,Denied,Local student traditional glass.,,POL98434828,0,Not Settled
CLM48476009,43905,96599,Pending,Voice low everybody always agree.,43932,POL60345020,27,<30 Days
CLM56344302,44287,92904,Approved,Note memory collection significant themselves out what.,44346,POL22122728,59,<60 Days
CLM11570334,45601,21864,Denied,Cut discuss early show attention relationship police.,45677,POL82003427,76,<90 Days
CLM36171914,45085,8287,Pending,Fund sort relationship Mrs.,,POL37924331,0,Not Settled
CLM91449055,44290,40608,Approved,Place usually consider rock foreign voice.,44313,POL67789029,23,<30 Days
CLM43418880,44808,64743,Pending,Drive read per sell.,44857,POL39266909,49,<60 Days
CLM44635713,43854,88590,Approved,Hope than major street discover choice.,,POL24070236,0,Not Settled
CLM36320383,45180,45718,Denied,Everyone perhaps agency.,,POL25899154,0,Not Settled
CLM35097002,45114,5910,Approved,Garden health condition mouth candidate institution bed.,45157,POL35733918,43,<60 Days
CLM11303253,45402,41820,Denied,Tax wide poor owner hotel mind program wall.,45490,POL66055000,88,<90 Days
CLM04813827,44934,70550,Pending,Should stock still describe.,,POL91221786,0,Not Settled
CLM47781210,44401,84404,Denied,Where ten family machine onto rather here.,44457,POL60959014,56,<60 Days
CLM92192080,45385,80570,Denied,Simple film seek goal only.,45463,POL65612264,78,<90 Days
CLM60735915,43976,56202,Pending,Action collection certain audience upon key.,,POL95614962,0,Not Settled
CLM19053839,45347,96860,Pending,Teach fund his decision.,45370,POL07269775,23,<30 Days
CLM39535809,44276,38103,Pending,Rule outside that case wife defense.,44362,POL49905886,86,<90 Days
CLM31271165,43873,23306,Denied,Response him matter station number old child.,43963,POL54824622,90,<90 Days
CLM69821626,44080,34400,Denied,Discussion forget leave help according see.,44139,POL60496337,59,<60 Days
CLM91715431,44418,96648,Pending,Order difference state charge watch boy least.,,POL37519472,0,Not Settled
CLM98974767,44635,95626,Denied,Enter of quickly too.,,POL17440652,0,Not Settled
CLM22512956,44899,4501,Denied,Attention he almost final real blood.,44940,POL89939976,41,<60 Days
CLM88951458,44882,46109,Pending,Ago fear develop central crime.,44937,POL19911528,55,<60 Days
CLM27717903,44497,67401,Pending,Concern employee father five recognize.,,POL23594874,0,Not Settled
CLM06687146,44092,94108,Denied,Huge reduce knowledge plant budget chair.,,POL15886204,0,Not Settled
CLM46387105,45437,39534,Pending,Bag form guess.,45495,POL03258103,58,<60 Days
CLM21762821,45447,10766,Approved,Information science short safe.,45501,POL06413142,54,<60 Days
CLM75134797,44022,81098,Denied,Series successful back part myself at final.,44079,POL83094866,57,<60 Days
CLM87125997,44166,96532,Approved,Computer sort spring present billion act against conference.,44200,POL90115447,34,<60 Days
CLM93116590,44684,95768,Approved,Idea finally over impact.,44713,POL84700280,29,<30 Days
CLM54784599,45412,27605,Approved,Treatment whom plant face experience right.,45482,POL65820287,70,<90 Days
CLM80275967,44679,67708,Approved,Hand major would table.,44698,POL29470118,19,<30 Days
CLM88694627,43884,29020,Denied,Affect develop just.,43954,POL28786930,70,<90 Days
