Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,Discount Buckets,Risk Score Buckets
AGT74553166,Not Renewed,32,77,POL86285298,<40%,Very High Risk(75+)
AGT65406446,Renewed,11,4,POL86723130,<20%,Low Risk(<=25)
AGT02801413,Renewed,32,69,POL32900389,<40%,High Risk(<=75)
AGT03963358,Not Renewed,35,27,POL90610731,<40%,Medium Risk(<=50)
AGT24601217,Pending,13,95,POL85757109,<20%,Very High Risk(75+)
AGT75655739,Pending,1,10,POL11989725,<20%,Low Risk(<=25)
AGT04068198,Not Renewed,14,7,POL00974449,<20%,Low Risk(<=25)
AGT54296493,Pending,15,98,POL24717008,<20%,Very High Risk(75+)
AGT98147561,Pending,41,34,POL34269181,>40%,Medium Risk(<=50)
AGT79867404,Not Renewed,27,51,POL29465290,<40%,High Risk(<=75)
AGT34644256,Not Renewed,37,9,POL62243302,<40%,Low Risk(<=25)
AGT65027784,Not Renewed,3,46,POL64410288,<20%,Medium Risk(<=50)
AGT88433429,Renewed,46,1,POL99021522,>40%,Low Risk(<=25)
AGT64225908,Renewed,36,72,POL82132627,<40%,High Risk(<=75)
AGT65005869,Not Renewed,34,27,POL60496337,<40%,Medium Risk(<=50)
AGT01209107,Pending,37,20,POL15628115,<40%,Low Risk(<=25)
AGT01465812,Not Renewed,22,72,POL62548114,<40%,High Risk(<=75)
AGT86288403,Pending,41,65,POL29520885,>40%,High Risk(<=75)
AGT05461212,Pending,29,7,POL30595324,<40%,Low Risk(<=25)
AGT07975754,Not Renewed,9,3,POL03911421,<20%,Low Risk(<=25)
AGT69429138,Pending,17,37,POL90576138,<20%,Medium Risk(<=50)
AGT35536138,Renewed,50,27,POL84274065,>40%,Medium Risk(<=50)
AGT00641722,Not Renewed,19,19,POL83835374,<20%,Low Risk(<=25)
AGT40962830,Not Renewed,40,9,POL59501098,<40%,Low Risk(<=25)
AGT79861609,Pending,35,84,POL05014236,<40%,Very High Risk(75+)
AGT61029537,Not Renewed,50,33,POL87430711,>40%,Medium Risk(<=50)
AGT73748846,Pending,22,81,POL04286300,<40%,Very High Risk(75+)
AGT86034163,Pending,6,29,POL27460532,<20%,Medium Risk(<=50)
AGT08467366,Pending,36,56,POL96972550,<40%,High Risk(<=75)
AGT12336355,Pending,28,41,POL58339093,<40%,Medium Risk(<=50)
AGT10392365,Renewed,27,90,POL44082493,<40%,Very High Risk(75+)
AGT26624177,Not Renewed,25,67,POL98942710,<40%,High Risk(<=75)
AGT73420584,Renewed,47,87,POL33015134,>40%,Very High Risk(75+)
AGT39146162,Renewed,38,44,POL56933693,<40%,Medium Risk(<=50)
AGT45807890,Renewed,44,33,POL20256761,>40%,Medium Risk(<=50)
AGT35580494,Renewed,25,38,POL85669523,<40%,Medium Risk(<=50)
AGT94393892,Pending,8,50,POL59177631,<20%,Medium Risk(<=50)
AGT07608627,Pending,15,70,POL81473954,<20%,High Risk(<=75)
AGT25879867,Pending,30,55,POL03154234,<40%,High Risk(<=75)
AGT81767306,Not Renewed,12,97,POL56172682,<20%,Very High Risk(75+)
AGT41671470,Not Renewed,28,64,POL33238422,<40%,High Risk(<=75)
AGT40014491,Renewed,15,65,POL27372206,<20%,High Risk(<=75)
AGT66833906,Pending,35,65,POL10833752,<40%,High Risk(<=75)
AGT04218240,Pending,27,67,POL40158884,<40%,High Risk(<=75)
AGT82540772,Not Renewed,25,70,POL78507070,<40%,High Risk(<=75)
AGT09891983,Renewed,43,80,POL19362691,>40%,Very High Risk(75+)
AGT91767140,Renewed,34,77,POL06565717,<40%,Very High Risk(75+)
AGT05448098,Pending,35,48,POL26935323,<40%,Medium Risk(<=50)
AGT90802149,Pending,35,83,POL71741054,<40%,Very High Risk(75+)
AGT98826706,Pending,36,100,POL72311298,<40%,Very High Risk(75+)
AGT05711061,Pending,18,18,POL89729174,<20%,Low Risk(<=25)
AGT55077663,Pending,15,40,POL86664104,<20%,Medium Risk(<=50)
AGT32676513,Pending,37,28,POL80418743,<40%,Medium Risk(<=50)
AGT00935369,Pending,49,45,POL37305327,>40%,Medium Risk(<=50)
AGT89152710,Not Renewed,34,44,POL89665327,<40%,Medium Risk(<=50)
AGT91760284,Not Renewed,33,56,POL50162963,<40%,High Risk(<=75)
AGT13614081,Renewed,41,52,POL53959309,>40%,High Risk(<=75)
AGT19516199,Not Renewed,42,76,POL63414573,>40%,Very High Risk(75+)
AGT91524077,Not Renewed,23,85,POL01969422,<40%,Very High Risk(75+)
AGT82335888,Not Renewed,2,48,POL95381325,<20%,Medium Risk(<=50)
AGT28123557,Pending,35,29,POL49392272,<40%,Medium Risk(<=50)
AGT15376923,Pending,27,77,POL57078202,<40%,Very High Risk(75+)
AGT84060532,Renewed,33,40,POL73942123,<40%,Medium Risk(<=50)
AGT06882034,Not Renewed,17,41,POL54249410,<20%,Medium Risk(<=50)
AGT29399240,Not Renewed,32,39,POL19058769,<40%,Medium Risk(<=50)
AGT42998361,Not Renewed,16,29,POL23237918,<20%,Medium Risk(<=50)
AGT55876112,Not Renewed,43,21,POL13071740,>40%,Low Risk(<=25)
AGT42363168,Renewed,22,92,POL97923307,<40%,Very High Risk(75+)
AGT29337837,Not Renewed,9,1,POL96578326,<20%,Low Risk(<=25)
AGT63877762,Pending,21,17,POL84238087,<40%,Low Risk(<=25)
AGT10313012,Renewed,36,74,POL41303027,<40%,High Risk(<=75)
AGT97870147,Not Renewed,46,63,POL98434828,>40%,High Risk(<=75)
AGT54017922,Renewed,19,39,POL71218396,<20%,Medium Risk(<=50)
AGT75373383,Renewed,44,90,POL66883101,>40%,Very High Risk(75+)
AGT09796446,Pending,38,100,POL95137552,<40%,Very High Risk(75+)
AGT22658073,Pending,7,11,POL45656881,<20%,Low Risk(<=25)
AGT65808447,Pending,30,63,POL38710685,<40%,High Risk(<=75)
AGT41268647,Not Renewed,3,48,POL13276567,<20%,Medium Risk(<=50)
AGT30963575,Pending,41,25,POL31888448,>40%,Low Risk(<=25)
AGT80579410,Renewed,46,74,POL03123237,>40%,High Risk(<=75)
AGT38091841,Not Renewed,6,96,POL50504166,<20%,Very High Risk(75+)
AGT91969021,Pending,46,20,POL05439001,>40%,Low Risk(<=25)
AGT35547259,Renewed,48,2,POL78750589,>40%,Low Risk(<=25)
AGT34757080,Renewed,34,81,POL18037009,<40%,Very High Risk(75+)
AGT25095694,Renewed,16,63,POL26720328,<20%,High Risk(<=75)
AGT61529400,Renewed,7,23,POL41993395,<20%,Low Risk(<=25)
AGT14414038,Pending,39,30,POL91390239,<40%,Medium Risk(<=50)
AGT54159567,Pending,11,62,POL39627448,<20%,High Risk(<=75)
AGT79959332,Renewed,15,77,POL78264122,<20%,Very High Risk(75+)
AGT42370275,Renewed,31,92,POL32302882,<40%,Very High Risk(75+)
AGT51057151,Not Renewed,20,86,POL38485615,<20%,Very High Risk(75+)
AGT88067949,Renewed,14,58,POL32589050,<20%,High Risk(<=75)
AGT85414123,Renewed,39,88,POL45441486,<40%,Very High Risk(75+)
AGT83550386,Not Renewed,24,75,POL47794870,<40%,High Risk(<=75)
AGT76591497,Renewed,34,5,POL95668571,<40%,Low Risk(<=25)
AGT93966939,Pending,13,40,POL82008946,<20%,Medium Risk(<=50)
AGT18850349,Not Renewed,22,46,POL81654453,<40%,Medium Risk(<=50)
AGT15410768,Not Renewed,50,76,POL96760097,>40%,Very High Risk(75+)
AGT51312897,Pending,0,98,POL31551903,No Discount,Very High Risk(75+)
AGT60919788,Pending,5,35,POL00074761,<20%,Medium Risk(<=50)
AGT81761797,Not Renewed,47,83,POL42519290,>40%,Very High Risk(75+)
AGT04159621,Pending,15,95,POL27310887,<20%,Very High Risk(75+)
AGT43990391,Renewed,39,3,POL07816782,<40%,Low Risk(<=25)
AGT89857039,Renewed,25,19,POL60030374,<40%,Low Risk(<=25)
AGT34800062,Renewed,17,100,POL70572993,<20%,Very High Risk(75+)
AGT12751325,Pending,7,43,POL50159442,<20%,Medium Risk(<=50)
AGT49908037,Pending,47,77,POL37935124,>40%,Very High Risk(75+)
AGT14925607,Pending,3,23,POL85929126,<20%,Low Risk(<=25)
AGT63123113,Renewed,0,88,POL52938288,No Discount,Very High Risk(75+)
AGT22048074,Not Renewed,41,51,POL34332950,>40%,High Risk(<=75)
AGT69886448,Pending,11,93,POL29296849,<20%,Very High Risk(75+)
AGT30101031,Not Renewed,39,80,POL84512558,<40%,Very High Risk(75+)
AGT01186526,Not Renewed,25,98,POL44115622,<40%,Very High Risk(75+)
AGT20596661,Not Renewed,41,2,POL17801092,>40%,Low Risk(<=25)
AGT70143659,Pending,21,46,POL39256265,<40%,Medium Risk(<=50)
AGT67899428,Pending,45,11,POL19672686,>40%,Low Risk(<=25)
AGT88431514,Renewed,46,44,POL76377276,>40%,Medium Risk(<=50)
AGT22057330,Pending,30,2,POL03458249,<40%,Low Risk(<=25)
AGT06567193,Not Renewed,12,84,POL39135067,<20%,Very High Risk(75+)
AGT40447474,Renewed,10,9,POL45114954,<20%,Low Risk(<=25)
AGT01771434,Renewed,43,57,POL68938255,>40%,High Risk(<=75)
AGT23876503,Renewed,16,55,POL02404416,<20%,High Risk(<=75)
AGT31810478,Renewed,18,100,POL89295458,<20%,Very High Risk(75+)
AGT77505248,Not Renewed,44,1,POL08440937,>40%,Low Risk(<=25)
AGT05271428,Pending,40,7,POL06348797,<40%,Low Risk(<=25)
AGT42352393,Renewed,16,62,POL46127836,<20%,High Risk(<=75)
AGT92055265,Pending,11,7,POL48522495,<20%,Low Risk(<=25)
AGT22852915,Not Renewed,15,86,POL46902142,<20%,Very High Risk(75+)
AGT11665183,Not Renewed,29,7,POL29133385,<40%,Low Risk(<=25)
AGT50196363,Pending,19,49,POL46194153,<20%,Medium Risk(<=50)
AGT09564313,Renewed,50,86,POL17440652,>40%,Very High Risk(75+)
AGT12015932,Not Renewed,15,79,POL72579941,<20%,Very High Risk(75+)
AGT87416341,Pending,31,87,POL82676830,<40%,Very High Risk(75+)
AGT52555788,Not Renewed,8,53,POL28936757,<20%,High Risk(<=75)
AGT36320756,Not Renewed,4,82,POL12251267,<20%,Very High Risk(75+)
AGT23333689,Renewed,0,12,POL22416843,No Discount,Low Risk(<=25)
AGT65637017,Renewed,23,14,POL68142821,<40%,Low Risk(<=25)
AGT79208224,Pending,8,69,POL80669381,<20%,High Risk(<=75)
AGT98462246,Renewed,1,94,POL32822609,<20%,Very High Risk(75+)
AGT23957669,Pending,17,57,POL29059161,<20%,High Risk(<=75)
AGT29563787,Renewed,4,19,POL21189445,<20%,Low Risk(<=25)
AGT53155950,Renewed,24,87,POL09615361,<40%,Very High Risk(75+)
AGT44121822,Renewed,4,52,POL27717636,<20%,High Risk(<=75)
AGT92189752,Not Renewed,46,82,POL85798962,>40%,Very High Risk(75+)
AGT99940899,Renewed,13,32,POL66167857,<20%,Medium Risk(<=50)
AGT05509013,Pending,40,64,POL69786310,<40%,High Risk(<=75)
AGT59293034,Not Renewed,13,4,POL71010293,<20%,Low Risk(<=25)
AGT27843033,Not Renewed,39,47,POL00811165,<40%,Medium Risk(<=50)
AGT39363349,Pending,34,57,POL61699231,<40%,High Risk(<=75)
AGT28100567,Not Renewed,37,50,POL89580964,<40%,Medium Risk(<=50)
AGT93130750,Pending,31,72,POL96606923,<40%,High Risk(<=75)
AGT61674774,Renewed,50,86,POL03979350,>40%,Very High Risk(75+)
AGT74520619,Pending,17,73,POL36321695,<20%,High Risk(<=75)
AGT60301160,Not Renewed,16,21,POL88479195,<20%,Low Risk(<=25)
AGT15875136,Pending,32,45,POL16832610,<40%,Medium Risk(<=50)
AGT23508780,Not Renewed,20,81,POL24247688,<20%,Very High Risk(75+)
AGT55711586,Renewed,10,25,POL92479874,<20%,Low Risk(<=25)
AGT14318850,Pending,10,39,POL82794219,<20%,Medium Risk(<=50)
AGT28512415,Pending,9,76,POL53944841,<20%,Very High Risk(75+)
AGT53076635,Renewed,23,13,POL95771628,<40%,Low Risk(<=25)
AGT44218548,Pending,16,34,POL73436304,<20%,Medium Risk(<=50)
AGT61369571,Pending,33,40,POL93878741,<40%,Medium Risk(<=50)
AGT84994124,Pending,26,16,POL11162574,<40%,Low Risk(<=25)
AGT37006469,Pending,48,85,POL49030532,>40%,Very High Risk(75+)
AGT26200980,Renewed,15,54,POL75052846,<20%,High Risk(<=75)
AGT11955837,Renewed,47,20,POL06150370,>40%,Low Risk(<=25)
AGT20680653,Not Renewed,43,58,POL94072462,>40%,High Risk(<=75)
AGT00295980,Not Renewed,18,18,POL30459208,<20%,Low Risk(<=25)
AGT43731040,Renewed,21,13,POL08890801,<40%,Low Risk(<=25)
AGT48453053,Not Renewed,41,85,POL66485877,>40%,Very High Risk(75+)
AGT58034403,Not Renewed,19,12,POL90601372,<20%,Low Risk(<=25)
AGT46863922,Renewed,45,47,POL35164229,>40%,Medium Risk(<=50)
AGT59933943,Renewed,13,95,POL79738375,<20%,Very High Risk(75+)
AGT86609581,Pending,20,53,POL78451531,<20%,High Risk(<=75)
AGT76468746,Pending,40,64,POL84977364,<40%,High Risk(<=75)
AGT56444621,Renewed,7,10,POL38205564,<20%,Low Risk(<=25)
AGT26030580,Renewed,26,55,POL20683862,<40%,High Risk(<=75)
AGT05331358,Renewed,19,90,POL53660854,<20%,Very High Risk(75+)
AGT65775922,Renewed,3,63,POL89180223,<20%,High Risk(<=75)
AGT04486663,Renewed,21,90,POL45095642,<40%,Very High Risk(75+)
AGT26326271,Not Renewed,30,35,POL48690249,<40%,Medium Risk(<=50)
AGT72581630,Not Renewed,26,76,POL27435543,<40%,Very High Risk(75+)
AGT93643113,Renewed,14,48,POL68371036,<20%,Medium Risk(<=50)
AGT91902175,Not Renewed,9,17,POL39957242,<20%,Low Risk(<=25)
AGT38570739,Renewed,50,82,POL90638463,>40%,Very High Risk(75+)
AGT66218206,Not Renewed,2,50,POL11199753,<20%,Medium Risk(<=50)
AGT87744221,Not Renewed,49,95,POL36528332,>40%,Very High Risk(75+)
AGT13149600,Not Renewed,3,14,POL56889817,<20%,Low Risk(<=25)
AGT32830470,Not Renewed,12,13,POL08801313,<20%,Low Risk(<=25)
AGT98314352,Pending,15,100,POL68995549,<20%,Very High Risk(75+)
AGT74671912,Not Renewed,13,35,POL29536417,<20%,Medium Risk(<=50)
AGT75028371,Not Renewed,37,38,POL53530629,<40%,Medium Risk(<=50)
AGT95222087,Renewed,45,86,POL21160213,>40%,Very High Risk(75+)
AGT08418311,Not Renewed,23,70,POL93493038,<40%,High Risk(<=75)
AGT76851801,Not Renewed,18,17,POL19547339,<20%,Low Risk(<=25)
AGT36372660,Not Renewed,39,65,POL29207038,<40%,High Risk(<=75)
AGT82297821,Not Renewed,33,76,POL56397262,<40%,Very High Risk(75+)
AGT19604991,Pending,9,42,POL51164854,<20%,Medium Risk(<=50)
AGT34618821,Not Renewed,4,19,POL76939080,<20%,Low Risk(<=25)
AGT51334907,Not Renewed,31,80,POL78820382,<40%,Very High Risk(75+)
AGT70273913,Pending,11,74,POL84852929,<20%,High Risk(<=75)
AGT95453708,Not Renewed,42,73,POL46236340,>40%,High Risk(<=75)
AGT69036559,Pending,36,96,POL82812519,<40%,Very High Risk(75+)
AGT66789942,Renewed,50,21,POL21798029,>40%,Low Risk(<=25)
AGT48351547,Not Renewed,35,59,POL33833286,<40%,High Risk(<=75)
AGT22059685,Not Renewed,33,97,POL81238149,<40%,Very High Risk(75+)
AGT60955538,Not Renewed,26,8,POL25740876,<40%,Low Risk(<=25)
AGT24794414,Renewed,12,60,POL26074452,<20%,High Risk(<=75)
AGT86783505,Pending,3,37,POL76989054,<20%,Medium Risk(<=50)
AGT90965776,Not Renewed,39,5,POL48662696,<40%,Low Risk(<=25)
AGT89731562,Pending,31,7,POL85747478,<40%,Low Risk(<=25)
AGT77347831,Not Renewed,12,87,POL31489077,<20%,Very High Risk(75+)
AGT94990380,Not Renewed,49,21,POL03785266,>40%,Low Risk(<=25)
AGT84132566,Pending,15,13,POL64965934,<20%,Low Risk(<=25)
AGT31903078,Renewed,31,24,POL14267045,<40%,Low Risk(<=25)
AGT48909983,Pending,16,11,POL79867486,<20%,Low Risk(<=25)
AGT79645240,Pending,45,2,POL21441518,>40%,Low Risk(<=25)
AGT96099923,Renewed,7,6,POL66208661,<20%,Low Risk(<=25)
AGT24162859,Pending,8,38,POL46009613,<20%,Medium Risk(<=50)
AGT31696641,Renewed,31,74,POL42638741,<40%,High Risk(<=75)
AGT69053783,Renewed,49,85,POL88399292,>40%,Very High Risk(75+)
AGT38605811,Not Renewed,28,50,POL06081128,<40%,Medium Risk(<=50)
AGT11203288,Not Renewed,32,64,POL96274415,<40%,High Risk(<=75)
AGT86130037,Pending,30,70,POL39707981,<40%,High Risk(<=75)
AGT83845705,Not Renewed,49,92,POL45684772,>40%,Very High Risk(75+)
AGT80019493,Pending,11,14,POL21114405,<20%,Low Risk(<=25)
AGT14439757,Renewed,48,22,POL59977317,>40%,Low Risk(<=25)
AGT11877671,Not Renewed,16,100,POL50807231,<20%,Very High Risk(75+)
AGT30035911,Renewed,4,25,POL95336212,<20%,Low Risk(<=25)
AGT90855653,Renewed,7,71,POL02246754,<20%,High Risk(<=75)
AGT93677555,Not Renewed,11,72,POL89873736,<20%,High Risk(<=75)
AGT96066764,Renewed,15,17,POL03710995,<20%,Low Risk(<=25)
AGT64207575,Not Renewed,13,19,POL77366966,<20%,Low Risk(<=25)
AGT94307195,Not Renewed,28,20,POL20381025,<40%,Low Risk(<=25)
AGT43949223,Not Renewed,26,92,POL61983383,<40%,Very High Risk(75+)
AGT44732334,Not Renewed,48,45,POL77573599,>40%,Medium Risk(<=50)
AGT33192592,Renewed,29,40,POL04143745,<40%,Medium Risk(<=50)
AGT76816334,Renewed,34,67,POL03368809,<40%,High Risk(<=75)
AGT90492019,Pending,30,8,POL45634456,<40%,Low Risk(<=25)
AGT07486483,Renewed,30,74,POL09445725,<40%,High Risk(<=75)
AGT69327626,Renewed,24,67,POL26928183,<40%,High Risk(<=75)
AGT22345488,Renewed,28,35,POL69652935,<40%,Medium Risk(<=50)
AGT31153483,Renewed,10,5,POL13413511,<20%,Low Risk(<=25)
AGT60845054,Pending,5,73,POL57495535,<20%,High Risk(<=75)
AGT00550522,Pending,7,60,POL32252482,<20%,High Risk(<=75)
AGT74959165,Renewed,42,5,POL97931166,>40%,Low Risk(<=25)
AGT85407316,Renewed,22,14,POL89983994,<40%,Low Risk(<=25)
AGT39080367,Pending,38,73,POL54056565,<40%,High Risk(<=75)
AGT06102604,Not Renewed,50,57,POL80143604,>40%,High Risk(<=75)
AGT87157372,Renewed,9,99,POL26020657,<20%,Very High Risk(75+)
AGT17088252,Renewed,2,31,POL92151932,<20%,Medium Risk(<=50)
AGT16820557,Not Renewed,47,73,POL38067049,>40%,High Risk(<=75)
AGT92059907,Renewed,28,21,POL62323938,<40%,Low Risk(<=25)
AGT64760995,Renewed,24,83,POL48112744,<40%,Very High Risk(75+)
AGT13185456,Renewed,16,84,POL93562061,<20%,Very High Risk(75+)
AGT88725667,Renewed,35,72,POL07736550,<40%,High Risk(<=75)
AGT92295609,Renewed,17,97,POL03121117,<20%,Very High Risk(75+)
AGT60036568,Pending,33,63,POL16359450,<40%,High Risk(<=75)
AGT74963339,Not Renewed,5,60,POL62665179,<20%,High Risk(<=75)
AGT65868912,Renewed,17,3,POL12156543,<20%,Low Risk(<=25)
AGT62236589,Not Renewed,0,62,POL64808892,No Discount,High Risk(<=75)
AGT80212661,Renewed,11,30,POL73876399,<20%,Medium Risk(<=50)
AGT09810716,Not Renewed,31,15,POL34826521,<40%,Low Risk(<=25)
AGT86154632,Not Renewed,49,93,POL55857160,>40%,Very High Risk(75+)
AGT89768507,Pending,23,65,POL90480498,<40%,High Risk(<=75)
AGT00107625,Renewed,49,47,POL06015860,>40%,Medium Risk(<=50)
AGT34982496,Renewed,34,16,POL84892449,<40%,Low Risk(<=25)
AGT32587763,Pending,29,64,POL19560921,<40%,High Risk(<=75)
AGT85398651,Not Renewed,12,67,POL59147290,<20%,High Risk(<=75)
AGT54933182,Pending,25,76,POL69476490,<40%,Very High Risk(75+)
AGT78528414,Not Renewed,47,29,POL40270611,>40%,Medium Risk(<=50)
AGT40395647,Renewed,19,2,POL22321187,<20%,Low Risk(<=25)
AGT96315257,Pending,23,87,POL77506531,<40%,Very High Risk(75+)
AGT83036236,Not Renewed,40,23,POL07976771,<40%,Low Risk(<=25)
AGT63777538,Not Renewed,43,67,POL45468849,>40%,High Risk(<=75)
AGT88656343,Pending,12,88,POL63051562,<20%,Very High Risk(75+)
AGT57107312,Renewed,3,77,POL94870283,<20%,Very High Risk(75+)
AGT85303393,Not Renewed,6,81,POL38182158,<20%,Very High Risk(75+)
AGT11734423,Not Renewed,30,4,POL36090611,<40%,Low Risk(<=25)
AGT41651643,Pending,41,2,POL82098917,>40%,Low Risk(<=25)
AGT94029881,Renewed,14,57,POL99568401,<20%,High Risk(<=75)
AGT92061997,Pending,18,12,POL79130344,<20%,Low Risk(<=25)
AGT98623839,Pending,29,57,POL49188779,<40%,High Risk(<=75)
AGT23443615,Pending,39,100,POL98118247,<40%,Very High Risk(75+)
AGT09872138,Not Renewed,33,73,POL43888562,<40%,High Risk(<=75)
AGT93839878,Not Renewed,41,74,POL79654180,>40%,High Risk(<=75)
AGT02234907,Pending,50,69,POL43201050,>40%,High Risk(<=75)
AGT26690610,Not Renewed,25,49,POL64164417,<40%,Medium Risk(<=50)
AGT86671123,Pending,2,19,POL56909701,<20%,Low Risk(<=25)
AGT57588254,Renewed,36,42,POL04312649,<40%,Medium Risk(<=50)
AGT04997121,Pending,45,23,POL52704029,>40%,Low Risk(<=25)
AGT71393725,Renewed,20,17,POL99187964,<20%,Low Risk(<=25)
AGT45596397,Not Renewed,46,21,POL09346416,>40%,Low Risk(<=25)
AGT07658273,Pending,34,5,POL33880190,<40%,Low Risk(<=25)
AGT02132693,Not Renewed,7,73,POL49366333,<20%,High Risk(<=75)
AGT69097733,Not Renewed,35,92,POL88774190,<40%,Very High Risk(75+)
AGT37389460,Pending,28,99,POL46303313,<40%,Very High Risk(75+)
AGT78283912,Renewed,22,96,POL72761852,<40%,Very High Risk(75+)
AGT92460405,Pending,12,29,POL78499068,<20%,Medium Risk(<=50)
AGT34809817,Renewed,38,92,POL46591798,<40%,Very High Risk(75+)
AGT36557393,Pending,13,43,POL56917671,<20%,Medium Risk(<=50)
AGT70909476,Renewed,7,43,POL26477746,<20%,Medium Risk(<=50)
AGT89106544,Pending,1,64,POL83870465,<20%,High Risk(<=75)
AGT36885199,Renewed,30,14,POL07767138,<40%,Low Risk(<=25)
AGT94839232,Not Renewed,41,100,POL90011725,>40%,Very High Risk(75+)
AGT35187419,Not Renewed,10,27,POL71239767,<20%,Medium Risk(<=50)
AGT56203759,Not Renewed,8,48,POL91891378,<20%,Medium Risk(<=50)
AGT96724565,Pending,19,63,POL46142999,<20%,High Risk(<=75)
AGT09076934,Not Renewed,49,92,POL20839843,>40%,Very High Risk(75+)
AGT31410823,Pending,24,31,POL28045007,<40%,Medium Risk(<=50)
AGT91830054,Not Renewed,19,39,POL82823553,<20%,Medium Risk(<=50)
AGT56731960,Renewed,35,69,POL92853225,<40%,High Risk(<=75)
AGT29257521,Not Renewed,42,96,POL67872849,>40%,Very High Risk(75+)
AGT85865332,Not Renewed,32,38,POL51108570,<40%,Medium Risk(<=50)
AGT66473606,Pending,48,24,POL52952594,>40%,Low Risk(<=25)
AGT73840376,Renewed,1,49,POL20348552,<20%,Medium Risk(<=50)
AGT17929971,Not Renewed,35,80,POL40907312,<40%,Very High Risk(75+)
AGT90754727,Renewed,49,89,POL69634824,>40%,Very High Risk(75+)
AGT19936215,Renewed,28,43,POL63187776,<40%,Medium Risk(<=50)
AGT65068120,Pending,30,38,POL92218718,<40%,Medium Risk(<=50)
AGT54296810,Pending,4,37,POL15902669,<20%,Medium Risk(<=50)
AGT59234143,Pending,32,36,POL17105339,<40%,Medium Risk(<=50)
AGT91943436,Pending,7,45,POL67379824,<20%,Medium Risk(<=50)
AGT05787876,Not Renewed,4,96,POL33080881,<20%,Very High Risk(75+)
AGT71507805,Pending,9,18,POL26177163,<20%,Low Risk(<=25)
AGT19950895,Pending,3,89,POL92289899,<20%,Very High Risk(75+)
AGT40767750,Renewed,7,17,POL53317705,<20%,Low Risk(<=25)
AGT17854688,Renewed,36,61,POL36981616,<40%,High Risk(<=75)
AGT67227439,Renewed,26,30,POL56127428,<40%,Medium Risk(<=50)
AGT27971733,Not Renewed,11,60,POL77789737,<20%,High Risk(<=75)
AGT90385937,Renewed,10,45,POL70127485,<20%,Medium Risk(<=50)
AGT61525449,Pending,0,74,POL60505158,No Discount,High Risk(<=75)
AGT75097360,Pending,43,61,POL07319671,>40%,High Risk(<=75)
AGT50449865,Renewed,9,83,POL20670070,<20%,Very High Risk(75+)
AGT44112203,Renewed,35,39,POL49532703,<40%,Medium Risk(<=50)
AGT60532647,Not Renewed,47,50,POL23016733,>40%,Medium Risk(<=50)
AGT46313429,Renewed,44,75,POL40922873,>40%,High Risk(<=75)
AGT22033343,Pending,21,73,POL53156329,<40%,High Risk(<=75)
AGT55769526,Pending,16,77,POL28937515,<20%,Very High Risk(75+)
AGT92208512,Renewed,7,39,POL12104163,<20%,Medium Risk(<=50)
AGT80690584,Not Renewed,32,38,POL13187754,<40%,Medium Risk(<=50)
AGT96902661,Not Renewed,8,50,POL46564609,<20%,Medium Risk(<=50)
AGT64752630,Not Renewed,21,19,POL15165645,<40%,Low Risk(<=25)
AGT59421026,Pending,28,95,POL93327871,<40%,Very High Risk(75+)
AGT20688117,Renewed,18,38,POL12291756,<20%,Medium Risk(<=50)
AGT33733491,Renewed,26,100,POL15978608,<40%,Very High Risk(75+)
AGT18808948,Not Renewed,33,35,POL67053864,<40%,Medium Risk(<=50)
