Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY41487866,44831,1361.46,Bank Transfer,Successful,POL30115645
PAY66169734,44575,1251.09,Credit Card,Failed,POL17801092
PAY39032204,45092,219.4,Cash,Failed,POL59128367
PAY54378073,45065,1417.23,Credit Card,Failed,POL89451042
PAY54766170,45523,735.96,Credit Card,Failed,POL93764594
PAY86206496,44652,744.18,Cash,Failed,POL75180219
PAY46607532,45481,1116.22,Credit Card,Failed,POL23499238
PAY18601240,45636,1246.38,Bank Transfer,Failed,POL59950728
PAY01021395,45264,430.22,Credit Card,Successful,POL88647419
PAY90081265,44956,614.41,Cash,Successful,POL86241971
PAY30218859,45112,1201.62,Credit Card,Failed,POL34270146
PAY24700578,45302,162.44,Bank Transfer,Failed,POL95376981
PAY40230050,45305,1054.28,Bank Transfer,Successful,POL56975228
PAY59961479,45014,750.75,Cash,Failed,POL55604629
PAY18370010,44725,856.78,Cash,Failed,POL58108694
PAY59703479,44725,569.27,Cash,Successful,POL10977821
PAY59431509,44746,771.39,Cash,Successful,POL62665179
PAY08116612,45179,679.41,Bank Transfer,Successful,POL76724353
PAY58372043,44839,124.42,Credit Card,Failed,POL02913059
PAY91227520,44974,310.89,Bank Transfer,Failed,POL32669675
PAY59088614,44751,723.38,Cash,Failed,POL42310944
PAY41952294,45476,537.88,Cash,Failed,POL10264853
PAY66824040,45560,829.83,Bank Transfer,Failed,POL96005181
PAY09763770,45618,136.8,Credit Card,Successful,POL05159511
PAY30439687,45444,821.11,Cash,Successful,POL66161034
PAY07083308,44708,745.22,Cash,Successful,POL07546280
PAY36548411,45057,191.31,Cash,Successful,POL50614997
PAY99653088,45305,802.23,Cash,Successful,POL74496346
PAY53927149,45146,455.12,Cash,Failed,POL61919833
PAY99540339,45180,276.75,Bank Transfer,Failed,POL84892449
PAY93531156,45419,1402.67,Cash,Failed,POL49819394
PAY28284203,45502,1420.98,Credit Card,Failed,POL42519290
PAY87806358,44605,672.91,Cash,Successful,POL66984423
PAY11234430,45106,505.41,Cash,Successful,POL90960707
PAY92561342,45002,589.22,Credit Card,Failed,POL18917162
PAY22705907,45377,607.4,Bank Transfer,Successful,POL29858612
PAY66885407,45026,238.46,Cash,Failed,POL59147290
PAY70276421,45393,633.73,Cash,Failed,POL44633851
PAY28881884,45429,307.53,Cash,Successful,POL37985546
PAY30919666,45047,1226.64,Credit Card,Successful,POL60705643
PAY50563744,44682,705.84,Credit Card,Failed,POL82064166
PAY87609437,45516,969.48,Credit Card,Failed,POL73225608
PAY56090610,45397,1289.57,Bank Transfer,Successful,POL18735683
PAY81699979,45560,1081.42,Bank Transfer,Successful,POL72620502
PAY66647999,44736,484.58,Cash,Failed,POL32822609
PAY39284497,45540,355.58,Cash,Successful,POL75284988
PAY63975309,44709,256.03,Cash,Failed,POL06082159
PAY19981675,45048,919.73,Bank Transfer,Failed,POL47766482
PAY43057438,45310,253.44,Bank Transfer,Failed,POL16668072
PAY06993018,45546,1137,Cash,Failed,POL24807912
PAY88880505,45273,209.13,Cash,Failed,POL34332950
PAY97003643,45130,1467.79,Cash,Successful,POL03026921
PAY59145930,45311,86.11,Bank Transfer,Successful,POL89942249
PAY82547471,45013,871.9,Cash,Successful,POL71729242
PAY08666938,44905,968.6,Credit Card,Successful,POL80674848
PAY28804471,44597,996.22,Bank Transfer,Failed,POL68220534
PAY81796612,45489,985.67,Bank Transfer,Failed,POL07408282
PAY62375555,44674,1475.93,Cash,Successful,POL73147278
PAY41214784,44577,1408.59,Cash,Failed,POL45632663
PAY28220791,45055,803.12,Cash,Successful,POL87314266
PAY52414612,45368,1161.47,Credit Card,Successful,POL58913291
PAY44918789,45004,381.16,Bank Transfer,Failed,POL83977017
PAY87684443,44893,1356.42,Credit Card,Successful,POL30619857
PAY20405066,44985,1073.25,Bank Transfer,Successful,POL27171310
PAY49253069,44579,1360.32,Bank Transfer,Successful,POL45280706
PAY00666096,44921,509.69,Cash,Failed,POL43758168
PAY78073996,44568,209.76,Cash,Successful,POL78449319
PAY00529779,45061,923.9,Cash,Successful,POL03235385
PAY79629883,45587,855.7,Credit Card,Failed,POL57397238
PAY45879151,44937,1462.5,Credit Card,Failed,POL45419104
PAY14762738,45082,62.84,Credit Card,Successful,POL02312997
PAY12455871,45381,81.83,Bank Transfer,Failed,POL15832827
PAY50501210,44561,1106.81,Bank Transfer,Failed,POL82089087
PAY53649344,45194,616.25,Credit Card,Failed,POL05711134
PAY44385430,44606,1115.21,Cash,Successful,POL25392096
PAY89304359,45302,121.99,Cash,Successful,POL67053864
PAY45661483,45003,1261.82,Bank Transfer,Successful,POL18063392
PAY23563520,44566,341.44,Cash,Failed,POL21189445
PAY99047900,45411,352.98,Credit Card,Failed,POL39231633
PAY23593926,45168,764.5,Bank Transfer,Successful,POL85035096
PAY12649691,44588,1385.75,Bank Transfer,Failed,POL89307610
PAY53109458,45431,1447.47,Credit Card,Successful,POL36547956
PAY46215761,45353,1227.84,Cash,Successful,POL45419104
PAY62714573,45363,756.81,Cash,Successful,POL27460532
PAY31647245,45448,1482.49,Credit Card,Successful,POL76996418
PAY67000864,44786,659.41,Credit Card,Failed,POL61725675
PAY44260747,45126,1359.61,Bank Transfer,Failed,POL22478374
PAY54455078,45554,843.13,Credit Card,Successful,POL51514265
PAY10964661,45466,95.1,Cash,Failed,POL10125019
PAY11851725,45433,1067.38,Bank Transfer,Failed,POL08580196
PAY91843821,44785,1091.17,Bank Transfer,Failed,POL24379753
PAY46550449,45482,1468.65,Cash,Failed,POL56720424
PAY18990602,44884,695.78,Cash,Failed,POL92982957
PAY45787865,45299,1144.33,Bank Transfer,Failed,POL96864283
PAY80802402,45631,423.36,Cash,Successful,POL38939218
PAY87919561,45508,1302.31,Bank Transfer,Failed,POL20843719
PAY66632473,45227,487.82,Bank Transfer,Successful,POL99023082
PAY35410729,45280,1288.55,Credit Card,Successful,POL25694425
PAY64440151,44617,1186.74,Cash,Successful,POL30067784
PAY30559527,44873,166.07,Credit Card,Successful,POL50805715
PAY69247771,44610,390.73,Credit Card,Failed,POL38386145
PAY74212138,44981,166.77,Bank Transfer,Successful,POL28148630
PAY48104039,44676,62.09,Cash,Successful,POL14245598
PAY97839837,45168,1011.71,Cash,Failed,POL17909247
PAY05690486,45548,733.94,Bank Transfer,Successful,POL52467400
PAY02122438,45620,363.24,Credit Card,Successful,POL78045083
PAY10201592,45289,824.49,Credit Card,Successful,POL18985962
PAY89800864,44818,1424.95,Bank Transfer,Failed,POL66073787
PAY77495685,45448,669.23,Cash,Successful,POL05595265
PAY80274431,45075,246.63,Bank Transfer,Failed,POL72400250
PAY11777789,44734,357.6,Bank Transfer,Successful,POL98651688
PAY42073012,45028,621.81,Credit Card,Failed,POL55696704
PAY84369568,45045,1492.89,Credit Card,Failed,POL83494214
PAY06321947,45532,898.18,Bank Transfer,Failed,POL02376824
PAY51491118,45036,1279.19,Cash,Successful,POL28256709
PAY46438798,44709,54.29,Credit Card,Failed,POL07841878
PAY42198349,45535,615.46,Credit Card,Failed,POL62323938
PAY42512729,44919,111.26,Credit Card,Failed,POL88399292
PAY17665281,44963,562.47,Bank Transfer,Failed,POL95945115
PAY12960721,44718,1365.13,Bank Transfer,Successful,POL38196708
PAY43998772,45486,1290.04,Cash,Failed,POL51851655
PAY03560113,45116,76.27,Credit Card,Successful,POL14011432
PAY42094722,44587,964.74,Cash,Successful,POL81654453
PAY32779615,44634,400.04,Credit Card,Successful,POL89472328
PAY03976973,45643,105.4,Credit Card,Successful,POL20686006
PAY11960115,44801,551.03,Bank Transfer,Failed,POL13559855
PAY66124819,45487,602.57,Cash,Successful,POL93077983
PAY94714994,45639,203.77,Cash,Successful,POL38146133
PAY37576268,45316,276.23,Credit Card,Failed,POL02258663
PAY90581163,45184,1428.41,Cash,Successful,POL75089142
PAY93173386,44906,334.8,Credit Card,Failed,POL02598961
PAY37636848,45007,283.72,Credit Card,Successful,POL48112744
PAY61563755,45347,902.79,Cash,Failed,POL62890808
PAY58183905,45171,804.07,Credit Card,Failed,POL06079689
PAY05223514,45466,53.26,Credit Card,Successful,POL14328771
PAY95799012,45169,503.5,Bank Transfer,Successful,POL80418743
PAY49318750,45480,1214.07,Credit Card,Successful,POL18309119
PAY95196803,45341,249.67,Credit Card,Successful,POL84536532
PAY53959248,45115,753.56,Cash,Failed,POL81553263
PAY35601856,44809,1006.19,Credit Card,Successful,POL50777099
PAY06622291,44612,1095.64,Cash,Successful,POL32979560
PAY63920686,45059,1227.71,Bank Transfer,Successful,POL76262312
PAY14447814,45249,1363.99,Cash,Failed,POL54717291
PAY26959161,45277,924.9,Bank Transfer,Failed,POL71729242
PAY09105102,45079,1431.98,Credit Card,Failed,POL38773717
PAY74607289,45013,1280.28,Bank Transfer,Failed,POL20348552
PAY29166581,45525,906.71,Cash,Successful,POL92252183
PAY04451714,45194,1072.86,Credit Card,Failed,POL27083712
PAY48927057,45595,1330.54,Cash,Failed,POL11204815
PAY23751174,45488,739.47,Credit Card,Failed,POL70876228
PAY97095279,45332,1050.76,Credit Card,Failed,POL22260500
PAY59317229,45490,695.31,Credit Card,Failed,POL26049302
PAY45062226,44959,611.06,Cash,Failed,POL70601305
PAY08164415,44803,1435.74,Bank Transfer,Successful,POL32410068
PAY36357577,44898,826.1,Bank Transfer,Successful,POL72579941
PAY94265101,44754,774.98,Credit Card,Failed,POL21669788
PAY10691982,45160,616.52,Cash,Successful,POL87833198
PAY50060115,45025,937.42,Bank Transfer,Failed,POL25107234
PAY51820110,44726,1153.66,Bank Transfer,Successful,POL54140134
PAY24690146,44869,136.18,Bank Transfer,Successful,POL02543918
PAY22979240,44903,891.38,Cash,Successful,POL20029148
PAY03337881,45266,595.34,Bank Transfer,Failed,POL87577770
PAY15777305,44635,196.19,Cash,Failed,POL02585077
PAY84740611,45375,634.23,Cash,Successful,POL95639712
PAY09218065,45294,370.53,Bank Transfer,Successful,POL20505761
PAY78084109,45282,912.03,Cash,Successful,POL87284738
PAY07018889,45152,528.48,Bank Transfer,Failed,POL13559855
PAY02626905,44857,485.59,Bank Transfer,Successful,POL05477127
PAY98223943,45050,710.92,Credit Card,Failed,POL87603432
PAY39416161,45228,595.18,Credit Card,Failed,POL45280706
PAY82235976,44877,1005.58,Cash,Failed,POL20597369
PAY83039526,45448,348.13,Credit Card,Failed,POL58468979
PAY66950878,44722,1086.66,Cash,Successful,POL12305734
PAY02018546,45252,1180.23,Bank Transfer,Successful,POL40441861
PAY87777619,45271,820.94,Cash,Failed,POL54969569
PAY04369107,45082,1188.55,Bank Transfer,Successful,POL16772067
PAY66598298,45357,1273.4,Cash,Failed,POL11227831
PAY77880863,44863,1455.31,Cash,Successful,POL54226110
PAY61102158,44685,1211.57,Bank Transfer,Failed,POL61565872
PAY81974593,45180,663.54,Bank Transfer,Successful,POL41295564
PAY79618090,44904,1408.53,Credit Card,Failed,POL39805762
PAY02827140,44923,898.97,Bank Transfer,Failed,POL17832980
PAY95163341,45016,1441.6,Credit Card,Successful,POL12925982
PAY52741532,44668,1210.55,Cash,Successful,POL90115447
PAY62504930,44588,288.3,Cash,Failed,POL45984602
PAY62910381,45202,1176.55,Credit Card,Successful,POL63419367
PAY49288518,44909,1402.48,Bank Transfer,Failed,POL58601836
PAY66485289,44769,917.01,Credit Card,Failed,POL14316031
PAY04960984,45270,212.97,Bank Transfer,Failed,POL52356256
PAY09458391,45269,89.1,Credit Card,Successful,POL81900573
PAY81485546,45559,333.63,Cash,Failed,POL94744561
PAY86568955,44726,902.73,Credit Card,Successful,POL81452413
PAY18655691,45258,1150.14,Cash,Successful,POL48910951
PAY74446824,45303,186.63,Cash,Successful,POL23016733
PAY09985397,44713,1444.57,Cash,Failed,POL16772067
PAY72366202,44611,634.28,Cash,Successful,POL87258820
PAY05704182,45130,1438.65,Cash,Failed,POL93327871
PAY40302395,44763,1478.92,Credit Card,Failed,POL26231753
PAY24109802,45153,1483.33,Credit Card,Successful,POL56971563
PAY19993406,45176,384.76,Bank Transfer,Failed,POL00790731
PAY26370352,45023,1475.77,Cash,Successful,POL83585187
PAY64196730,45492,1136.49,Bank Transfer,Successful,POL64943722
PAY26414924,45477,87.78,Cash,Successful,POL50777099
PAY55160813,44834,1119.05,Credit Card,Successful,POL22879421
PAY76260919,44979,979.27,Cash,Successful,POL04124548
PAY53390182,44918,1233.4,Credit Card,Failed,POL15857890
PAY46286227,44567,1088.47,Cash,Successful,POL96624216
PAY84663660,44890,244.16,Cash,Failed,POL74252623
PAY99742278,45329,655.83,Cash,Successful,POL67788128
PAY49093162,44589,754.19,Cash,Successful,POL37350059
PAY72173858,45082,825.21,Cash,Successful,POL22321187
PAY07190807,45363,787.82,Credit Card,Failed,POL88240464
PAY17373123,45128,136.42,Bank Transfer,Successful,POL70127485
PAY79649032,44879,376.58,Credit Card,Failed,POL51728504
PAY93827561,45322,1335.27,Cash,Successful,POL17634644
PAY98063940,44596,1416.34,Credit Card,Successful,POL41761083
PAY94114048,44778,1313.96,Cash,Successful,POL86049888
PAY71542083,44957,1388.17,Cash,Successful,POL89180514
PAY21464550,44628,1376.33,Bank Transfer,Successful,POL19587292
PAY33608024,45554,1119.56,Credit Card,Successful,POL87154495
PAY79772437,45118,1483.5,Bank Transfer,Successful,POL63605662
PAY17569637,45013,786.04,Bank Transfer,Failed,POL90664485
PAY94455439,45457,62.46,Bank Transfer,Failed,POL41037493
PAY68483639,44726,603.93,Credit Card,Failed,POL39104228
PAY68771969,45351,1363.3,Cash,Successful,POL30061822
PAY78110840,44759,641.69,Credit Card,Failed,POL20853634
PAY08283480,45483,290.92,Bank Transfer,Failed,POL02268206
PAY44354813,44913,603.97,Cash,Failed,POL95259878
PAY50781812,44664,999.26,Bank Transfer,Successful,POL90638463
PAY20943250,44824,148.76,Cash,Successful,POL96459344
PAY69027489,45239,1162.72,Cash,Successful,POL87901300
PAY64862067,44578,338.13,Cash,Failed,POL43307974
PAY17401508,44860,1251.79,Bank Transfer,Failed,POL48633548
PAY33768197,45020,182.16,Bank Transfer,Successful,POL66183736
PAY54077204,44688,552.53,Bank Transfer,Failed,POL10223827
PAY04089445,44974,1159.1,Cash,Successful,POL20405348
PAY51872187,44636,623.61,Cash,Successful,POL11227831
PAY60622657,44706,1181.99,Cash,Failed,POL96855506
PAY38459116,45190,221.72,Cash,Successful,POL43920577
PAY28634594,45104,1374.79,Credit Card,Failed,POL85747478
PAY43257135,45270,1419.19,Cash,Failed,POL13716373
PAY67643059,45060,837.81,Bank Transfer,Failed,POL31185889
PAY85928663,45165,310.71,Credit Card,Failed,POL27741875
PAY33324475,45229,612.95,Credit Card,Failed,POL13721219
PAY18911155,44701,306.58,Cash,Successful,POL56063267
PAY33672648,45516,1389.39,Bank Transfer,Successful,POL56665937
PAY35097191,45246,652.81,Bank Transfer,Successful,POL01760964
PAY33132406,44671,810.67,Credit Card,Successful,POL44698969
PAY53993151,45189,1132.33,Cash,Failed,POL61653642
PAY75218473,44783,557.69,Bank Transfer,Successful,POL78018067
PAY75469483,45253,178.68,Credit Card,Successful,POL54704012
PAY12348479,45634,669,Cash,Successful,POL52685173
PAY53396699,44648,257.03,Bank Transfer,Successful,POL77315241
PAY83451620,45260,441.81,Cash,Successful,POL82889617
PAY52707306,44734,701.46,Bank Transfer,Successful,POL83011095
PAY82346753,44839,1029.28,Credit Card,Successful,POL09146332
PAY84553229,45152,1421.91,Bank Transfer,Successful,POL85669523
PAY47870710,44988,550.34,Bank Transfer,Failed,POL40501212
PAY86792556,45562,594.82,Cash,Failed,POL21148415
PAY47136864,44794,160.31,Credit Card,Successful,POL01562531
PAY90487031,45140,1038.87,Cash,Successful,POL75206437
PAY19289445,45484,251.13,Bank Transfer,Successful,POL54448931
PAY52956590,45262,371.56,Bank Transfer,Failed,POL61092074
PAY30410362,44683,1061.83,Credit Card,Successful,POL83680669
PAY30693742,45006,1257.22,Bank Transfer,Failed,POL77958772
PAY76941114,44851,689.34,Bank Transfer,Failed,POL34332950
PAY42037284,44680,124.89,Credit Card,Successful,POL45269265
PAY99450519,45441,385.41,Credit Card,Successful,POL84313861
PAY42810422,44671,1064.08,Credit Card,Successful,POL33112269
PAY74121986,44722,303.69,Credit Card,Successful,POL23193106
PAY87280127,45250,451.68,Bank Transfer,Successful,POL65018998
PAY38249563,45244,623.1,Cash,Successful,POL24210075
PAY10634549,44585,117.1,Cash,Successful,POL63051562
PAY63731047,44966,862.38,Credit Card,Failed,POL09338514
PAY24743817,45325,441.59,Bank Transfer,Failed,POL79392367
PAY61236953,44804,882.04,Cash,Failed,POL65041637
PAY35192570,44873,1150.79,Cash,Failed,POL49351450
PAY86275387,45552,568.17,Cash,Failed,POL80674848
PAY81732648,44568,964.33,Cash,Failed,POL54824622
PAY54755656,45545,592.03,Bank Transfer,Successful,POL13070623
PAY45031993,45426,1230.93,Credit Card,Failed,POL80491812
PAY61421148,44918,399.86,Bank Transfer,Failed,POL73426057
PAY37528077,45296,377.62,Cash,Failed,POL12104163
PAY15687274,44705,625.05,Bank Transfer,Successful,POL18325532
PAY55952452,45203,1387.87,Bank Transfer,Successful,POL44986450
PAY59451000,44913,1106.85,Credit Card,Failed,POL47692099
PAY79320188,44685,425.17,Bank Transfer,Failed,POL26905808
PAY85629865,44871,1351.94,Bank Transfer,Failed,POL48214691
PAY29015343,44701,449.76,Cash,Successful,POL89180514
PAY19778312,44820,1391.1,Bank Transfer,Successful,POL85481964
PAY95896535,45618,411.22,Cash,Successful,POL76419582
PAY31357326,44996,1302.13,Cash,Failed,POL45490530
PAY89264206,45410,1124.45,Cash,Successful,POL93493038
PAY04556244,45170,1015.2,Bank Transfer,Failed,POL47058325
PAY82538352,44665,389.61,Credit Card,Successful,POL30795826
PAY29532066,44842,1186.39,Bank Transfer,Successful,POL71437971
PAY41145868,45103,233.09,Credit Card,Failed,POL52520227
PAY40880964,45568,167.92,Cash,Failed,POL80902857
PAY21082057,45332,646,Credit Card,Successful,POL63225220
PAY42702786,45611,1181.61,Credit Card,Failed,POL42310944
PAY53524679,44996,1431.24,Cash,Successful,POL77562289
PAY60194338,44955,327.55,Credit Card,Failed,POL28255049
PAY06889624,44668,1079.93,Cash,Failed,POL99143995
PAY22014208,45628,1030.19,Cash,Failed,POL76204779
PAY40669587,44631,1116.02,Credit Card,Failed,POL19587292
PAY09196682,45517,119.46,Bank Transfer,Successful,POL05477127
PAY76747306,44755,1078.65,Bank Transfer,Failed,POL73557141
PAY42402312,45494,424.91,Cash,Successful,POL29296849
PAY12373101,44985,1411.55,Bank Transfer,Failed,POL76210793
PAY65671183,45120,491.17,Bank Transfer,Failed,POL84180502
PAY09480992,44944,303.73,Credit Card,Failed,POL30499231
PAY75925213,44682,492.6,Bank Transfer,Failed,POL81088577
PAY31256837,45497,292.83,Credit Card,Successful,POL56810401
PAY28905924,44802,407.45,Bank Transfer,Successful,POL63225220
PAY72400393,45093,299.2,Credit Card,Failed,POL73601567
PAY45520232,45472,458.66,Bank Transfer,Successful,POL54335250
PAY24490593,45053,1243.79,Bank Transfer,Successful,POL30601696
PAY26648683,44995,1335.82,Bank Transfer,Failed,POL88358873
PAY29629595,45122,533.29,Cash,Successful,POL84945685
PAY27626921,44594,1402.08,Bank Transfer,Failed,POL25208231
PAY59007055,45461,510.4,Bank Transfer,Successful,POL97030178
PAY68093029,44843,87.49,Credit Card,Failed,POL36980547
PAY36085469,44990,354.32,Bank Transfer,Failed,POL50975802
PAY16833237,45500,1018.91,Bank Transfer,Successful,POL49763923
PAY95354788,44631,296.09,Cash,Successful,POL96005181
PAY82455227,45063,1131.23,Bank Transfer,Successful,POL55857160
